Titre;Identifiant unique;Date de sortie;;Développeur;Editeur;Genres;Franchise;Note Moyenne;Plateformes
New World: Aeternum;https://www.grouvee.com/games/101702-new-world-aeternum/;Oct 14, 2024;;Amazon Game Studios , Relentless Game Studios;Amazon Game Studios;Action-Adventure , MMORPG;;0;Mac, PC
Small Dragon Big Appetite;https://www.grouvee.com/games/102227-small-dragon-big-appetite/;Oct 14, 2024;;;;Action-Adventure;;0;PC
CAPTURED;https://www.grouvee.com/games/102317-captured/;Oct 15, 2024;;;;Action-Adventure , Horror , Puzzle;;0;PC
MechWarrior 5: Clans;https://www.grouvee.com/games/101751-mechwarrior-5-clans/;Oct 16, 2024;;Piranha Games;Piranha Games;First-Person Shooter , Simulation;MechWarrior;0;PC
Blindfire;https://www.grouvee.com/games/101718-blindfire/;Oct 17, 2024;;Double 11;Double 11;First-Person Shooter;;0;PC, Xbox Series X|S
Call to Arms - Gates of Hell: Airborne;https://www.grouvee.com/games/101938-call-to-arms-gates-of-hell-airborne/;dimanche 16 juillet 1905;;;;;;0;PC
Halloween Stories Written in Blood Collectors Edition;https://www.grouvee.com/games/102911-halloween-stories-written-in-blood-collectors-edition/;Oct 17, 2024;;Elephant AR;Big Fish Games;Adventure , Horror , Puzzle;;0;Mac, PC
Professional Baseball Spirits 2024-2025;https://www.grouvee.com/games/99444-professional-baseball-spirits-2024-2025/;Oct 17, 2024;;;Konami Corporation;Baseball;Pro Yakyuu Spirits;0;PC, PlayStation 5
Arch Legends;https://www.grouvee.com/games/101774-arch-legends/;Oct 18, 2024;;;;Role-Playing , Strategy;;0;PC
Hot Wheels Monster Trucks: Stunt Mayhem;https://www.grouvee.com/games/101522-hot-wheels-monster-trucks-stunt-mayhem/;Oct 18, 2024;;3DClouds.it;GameMill Entertainment;Driving/Racing;Hot Wheels;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Killing Time: Resurrected;https://www.grouvee.com/games/101729-killing-time-resurrected/;Oct 18, 2024;;The 3DO Company;Zigurat;First-Person Shooter;;0;PC
Otoko Cross: Naked Remix 2;https://www.grouvee.com/games/101422-otoko-cross-naked-remix-2/;Oct 18, 2024;;eastasiasoft;Funbox Media Ltd. , eastasiasoft;Block-Breaking , Puzzle;Pretty Girls;0;Nintendo Switch
RetroRealms: Halloween;https://www.grouvee.com/games/101014-retrorealms-halloween/;Oct 18, 2024;;WayForward Technologies;Boss Team Games;Brawler , Platformer;Halloween , RetroRealms;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Neko Atsume 2;https://www.grouvee.com/games/102226-neko-atsume-2/;Oct 20, 2024;;Hit-Point Co.;Hit-Point Co.;Simulation;;0;Android, iPhone
The Children of Clay;https://www.grouvee.com/games/101899-the-children-of-clay/;Oct 21, 2024;;Balazs Ronyai;Balazs Ronyai;Horror;;0;PC
Worshippers of Cthulhu;https://www.grouvee.com/games/102482-worshippers-of-cthulhu/;Oct 21, 2024;;Crazy Goat Games;Crytivo Games;Strategy;;0;PC
Amanda the Adventurer 2;https://www.grouvee.com/games/101779-amanda-the-adventurer-2/;Oct 22, 2024;;MANGLEDmaw Games;Dread XP;Adventure , Puzzle;Amanda the Adventurer;0;PC
Stardust Demon;https://www.grouvee.com/games/103042-stardust-demon/;Oct 23, 2024;;resnijars;resnijars;Action-Adventure , Platformer;;0;Linux, Mac, PC
eBaseball: MLB Pro Spirit;https://www.grouvee.com/games/101798-ebaseball-mlb-pro-spirit/;Oct 23, 2024;;Konami Corporation;Konami Corporation;Baseball;MLB , eBaseball;0;Android, iPad, iPhone
COVEN;https://www.grouvee.com/games/101942-coven/;Oct 24, 2024;;Gator Shins;Hellforge Studios;Action , Horror , Shooter;;0;PC
CROWDED. FOLLOWED.;https://www.grouvee.com/games/101833-crowded-followed/;Oct 24, 2024;;NIGHT DIAL;Banshee Games;Adventure;;0;PC
Card-en-Ciel;https://www.grouvee.com/games/102180-card-en-ciel/;Oct 24, 2024;;;;;;0;PC
Card-en-Ciel;https://www.grouvee.com/games/102550-card-en-ciel/;Oct 24, 2024;;Inti Creates Co., Ltd.;Inti Creates Co., Ltd.;Card Game , Role-Playing , Strategy;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Romance of the Three Kingdoms 8 Remake;https://www.grouvee.com/games/97877-romance-of-the-three-kingdoms-8-remake/;Oct 24, 2024;;;Tecmo Koei Co., Ltd.;Strategy;Romance of the Three Kingdoms;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Straftat;https://www.grouvee.com/games/102396-straftat/;Oct 24, 2024;;Sirius Lemaitre;Lemaitre Bros;Action;;0;PC
Terminator Survivors;https://www.grouvee.com/games/100757-terminator-survivors/;Oct 24, 2024;;;;;;0;
The Jackbox Survey Scramble;https://www.grouvee.com/games/102137-the-jackbox-survey-scramble/;Oct 24, 2024;;;;;;0;PC, PlayStation 5, Xbox Series X|S
Barbie Project Friendship;https://www.grouvee.com/games/99941-barbie-project-friendship/;Oct 25, 2024;;Casual Brothers Games , Xaloc Studios;Outright Games;Adventure , Minigame Collection;Barbie;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Franchise Hockey Manager 11;https://www.grouvee.com/games/102413-franchise-hockey-manager-11/;Oct 25, 2024;;Out of the Park Developments;Out of the Park Developments;Hockey , Sports , Strategy;Franchise Hockey Manager;0;Mac, PC
King's Orders;https://www.grouvee.com/games/102327-kings-orders/;Oct 25, 2024;;;Games Operators;Strategy;;0;PC
Some Goodbyes We Made;https://www.grouvee.com/games/102539-some-goodbyes-we-made/;Oct 25, 2024;;Safe Flight Games;Safe Flight Games;Adventure;;0;PC
Tetrachroma;https://www.grouvee.com/games/102430-tetrachroma/;Oct 25, 2024;;Sparse Vector;Sparse Vector;Puzzle;;0;PC
DONT SCREAM;https://www.grouvee.com/games/102849-dont-scream/;Oct 27, 2024;;Digital Cybercherries;Digital Cybercherries;Adventure , Horror , Simulation;;0;PC
Ascending Inferno;https://www.grouvee.com/games/101827-ascending-inferno/;Oct 28, 2024;;Oppolyon Studios;Oppolyon Studios;Action-Adventure , Platformer;;0;PC
Hidden Capybaras with Orange and Pumpkins: Spooky Halloween Edition;https://www.grouvee.com/games/101869-hidden-capybaras-with-orange-and-pumpkins-spooky-halloween-edition/;Oct 28, 2024;;;;;;0;PC
Keeper's Toll;https://www.grouvee.com/games/102014-keepers-toll/;Oct 28, 2024;;Stingbot Games;Doyoyo , Stingbot Games;Action;;0;PC
Clock Tower: Rewind;https://www.grouvee.com/games/100758-clock-tower-rewind/;Oct 29, 2024;;Limited Run Games , WayForward Technologies;Capcom , SunSoft , WayForward Technologies;Adventure;Clock Tower;0;PC
Monster High: Skulltimate Secrets;https://www.grouvee.com/games/99942-monster-high-skulltimate-secrets/;Oct 29, 2024;;Casual Brothers Games , Petoons Studio;Outright Games;Platformer;Monster High;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Gloomy Tales Hotel Frightsylvania Collectors Edition;https://www.grouvee.com/games/102875-gloomy-tales-hotel-frightsylvania-collectors-edition/;Oct 30, 2024;;Do Games Limited;Do Games Limited;Adventure , Puzzle;;0;PC
Karate Survivor;https://www.grouvee.com/games/102852-karate-survivor/;Oct 30, 2024;;;;Action , Fighting;;0;PC
Wolf Fang / Skull Fang Saturn Tribute Boosted;https://www.grouvee.com/games/100582-wolf-fang-skull-fang-saturn-tribute-boosted/;Oct 30, 2024;;Data East Corporation;City Connection;Compilation , Shoot 'Em Up;Kuhga , S-Tribute;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One
Hannah;https://www.grouvee.com/games/101883-hannah/;Oct 31, 2024;;Spaceboy Games;QuByte Interactive;Platformer , Puzzle;;0;PC
Poppy Playtime Triple Pack;https://www.grouvee.com/games/101837-poppy-playtime-triple-pack/;Oct 31, 2024;;MOB Games;Modus Games;Adventure , Puzzle;Playtime;0;PlayStation 5
Raiden Nova;https://www.grouvee.com/games/100717-raiden-nova/;Oct 31, 2024;;MOSS;MOSS , UFO Interactive Games, Inc.;Shoot 'Em Up;Raiden;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5
Farmagia;https://www.grouvee.com/games/100410-farmagia/;Nov 1, 2024;;Marvelous AQL;Marvelous AQL;Role-Playing;;0;Nintendo Switch, PC, PlayStation 5
Zero-Sum Heart;https://www.grouvee.com/games/102265-zero-sum-heart/;Nov 1, 2024;;Citreat Studio;Citreat Studio;Visual Novel;;0;PC
Ramhart;https://www.grouvee.com/games/101988-ramhart/;Nov 3, 2024;;;;Role-Playing;;0;PC
Deities Flush;https://www.grouvee.com/games/101990-deities-flush/;Nov 5, 2024;;;;Card Game;;0;PC
Let's Sing 2025;https://www.grouvee.com/games/101957-lets-sing-2025/;Nov 5, 2024;;Voxler;KOCH Media;Music/Rhythm;Let's Sing;0;Nintendo Switch, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Riot Ride;https://www.grouvee.com/games/101627-riot-ride/;Nov 5, 2024;;Suronix;;Action;;0;PC
The Happyhills Homicide;https://www.grouvee.com/games/101989-the-happyhills-homicide/;Nov 5, 2024;;;;Adventure , Puzzle;;0;PC
Brighter Shores;https://www.grouvee.com/games/102022-brighter-shores/;Nov 6, 2024;;;;MMORPG;;0;PC
Trash Goblin;https://www.grouvee.com/games/102493-trash-goblin/;Nov 6, 2024;;Spilt Milk Studios;Spilt Milk Studios;Simulation;;0;PC
Dragon Ball: Super Divers;https://www.grouvee.com/games/101488-dragon-ball-super-divers/;Nov 7, 2024;;Dimps Corporation;Namco Bandai Games Inc.;Card Game;Carddass , Dragon Ball;0;Arcade
Empire of the Ants;https://www.grouvee.com/games/100764-empire-of-the-ants/;Nov 7, 2024;;Tower Five;;;;0;
Connected Hearts Hour of the Witch Collectors Edition;https://www.grouvee.com/games/102839-connected-hearts-hour-of-the-witch-collectors-edition/;Nov 8, 2024;;Do Games Limited;Do Games Limited;Adventure , Puzzle;;0;PC
Two Falls (Nishu Takuatshina);https://www.grouvee.com/games/102671-two-falls-nishu-takuatshina/;Nov 8, 2024;;Unreliable Narrators;Indie Asylum , Unreliable Narrators;Adventure;;0;PC
Ash Echoes;https://www.grouvee.com/games/101998-ash-echoes/;Nov 12, 2024;;Aurogon Shanghai;Neocraft Limited;Real-Time Strategy , Role-Playing;;0;Android, PC, iPad, iPhone
Echoes of Vision;https://www.grouvee.com/games/101979-echoes-of-vision/;Nov 12, 2024;;Azure Flame Studio;;Real-Time Strategy , Role-Playing;;0;Android, iPhone
Envyus;https://www.grouvee.com/games/102081-envyus/;Nov 13, 2024;;;;Action , Role-Playing;;0;PC
Temtem: Swarm;https://www.grouvee.com/games/102479-temtem-swarm/;Nov 13, 2024;;GGTech Studios , CremaGames;CremaGames;Action;;0;PC
Beanrise;https://www.grouvee.com/games/102810-beanrise/;Nov 14, 2024;;;;Action , Adventure , Role-Playing , Simulation;;0;PC
Beyblade X: Xone;https://www.grouvee.com/games/99895-beyblade-x-xone/;Nov 14, 2024;;FuRyu;FuRyu;Action;Beyblade;0;Nintendo Switch, PC
Cat Clean Ocean;https://www.grouvee.com/games/102108-cat-clean-ocean/;Nov 15, 2024;;;AGE Zero;Simulation;;0;Nintendo Switch
Divine Dynamo Flamefrit;https://www.grouvee.com/games/102503-divine-dynamo-flamefrit/;Nov 15, 2024;;Inti Creates Co., Ltd.;Inti Creates Co., Ltd.;Action-Adventure , Role-Playing;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Tricky Madness;https://www.grouvee.com/games/102537-tricky-madness/;Nov 15, 2024;;Nathan Dearth;Nathan Dearth;Snowboarding/Skiing;;0;Linux, Mac, PC
EverQuest II: Scars of Destruction;https://www.grouvee.com/games/100322-everquest-ii-scars-of-destruction/;Nov 20, 2024;;Darkpaw Games;Sony Online Entertainment;MMORPG;EverQuest;0;PC
Spirit Mancer;https://www.grouvee.com/games/102551-spirit-mancer/;Nov 22, 2024;;;;Action , Adventure;;0;Nintendo Switch, PC, PlayStation 5
Sin Slayers: Reign of The 8th;https://www.grouvee.com/games/102095-sin-slayers-reign-of-the-8th/;Nov 25, 2024;;;;Strategy;;0;PC
Trombone Champ: Unflattened;https://www.grouvee.com/games/102004-trombone-champ-unflattened/;Nov 26, 2024;;Flat2VR Studios , Holy Wow Studios;Flat2VR Studios;Music/Rhythm , Simulation;Trombone Champ;0;Mac, PC, PlayStation 5
Love Angel Syndrome;https://www.grouvee.com/games/102318-love-angel-syndrome/;Nov 27, 2024;;;;;;0;PC
Midori no Kaori;https://www.grouvee.com/games/102442-midori-no-kaori/;Nov 27, 2024;;;;;;0;PC
Data East Arcade 2;https://www.grouvee.com/games/100466-data-east-arcade-2/;Nov 28, 2024;;Data East Corporation;G-mode, Inc.;Compilation;Data East Arcade;0;Evercade
Enigma of Fear;https://www.grouvee.com/games/98976-enigma-of-fear/;Nov 28, 2024;;Dumativa Creative Studio;Dumativa Creative Studio , Nuuvem Inc;Horror;;0;PC
HOLE;https://www.grouvee.com/games/103030-hole/;Nov 28, 2024;;;;First-Person Shooter;;0;PC
Madō Monogatari: Fia to Fushigina Gakkō;https://www.grouvee.com/games/98020-mado-monogatari-fia-to-fushigina-gakko/;Nov 28, 2024;;Compile Heart, Inc. , Sting Entertainment;Compile Heart, Inc. , D4 Enterprise, Inc. , Idea Factory;Role-Playing;Madou Monogatari;0;Nintendo Switch, PlayStation 4, PlayStation 5
Snow Bros. Wonderland;https://www.grouvee.com/games/97862-snow-bros-wonderland/;Nov 28, 2024;;Tatsujin;Clear River Games , Limited Run Games , Tatsujin;Action;Snow Bros.;0;Nintendo Switch, PlayStation 4, PlayStation 5
Taito Milestones 3;https://www.grouvee.com/games/97787-taito-milestones-3/;Nov 28, 2024;;HAMSTER Corporation , Taito Corporation;Inin Games , Square Enix;Compilation;Taito Milestones;0;Nintendo Switch
Toaplan Arcade 3;https://www.grouvee.com/games/100467-toaplan-arcade-3/;Nov 28, 2024;;Toaplan Co., Ltd.;Tatsujin;Compilation , Shoot 'Em Up;Toaplan Arcade;0;Evercade
Sea Of Radiation 2;https://www.grouvee.com/games/102893-sea-of-radiation-2/;Nov 29, 2024;;;;Action , Simulation;;0;PC
Subliminal;https://www.grouvee.com/games/101349-subliminal/;Dec 2024;;;;;;0;PC
Cartier 06;https://www.grouvee.com/games/102827-cartier-06/;Dec 2, 2024;;;;Adventure , Horror , Puzzle;;0;PC
Copper Dreams;https://www.grouvee.com/games/48335-copper-dreams/;Dec 2, 2024;;Whalenought Studios;Modern Wolf , Whalenought Studios;Role-Playing;;0;Linux, Mac, PC
Ember Sword;https://www.grouvee.com/games/68995-ember-sword/;Dec 2, 2024;;So Couch Studios;So Couch Studios;Action-Adventure , MMORPG , Simulation;;0;Browser, Mac, PC
EverQuest: The Outer Brood;https://www.grouvee.com/games/100321-everquest-the-outer-brood/;Dec 3, 2024;;Darkpaw Games;Sony Online Entertainment;MMORPG;EverQuest;0;PC
Entropy Survivors;https://www.grouvee.com/games/102506-entropy-survivors/;Dec 4, 2024;;Moving Pieces Interactive;;Dual-Joystick Shooter;;0;PC, PlayStation 5, Xbox One
Anno 1800 - End of an Era Pack;https://www.grouvee.com/games/102241-anno-1800-end-of-an-era-pack/;dimanche 16 juillet 1905;;;;;;0;PC
Baseball;https://www.grouvee.com/games/102223-baseball/;Dec 5, 2024;;Sabec;Sabec;Baseball;;0;Nintendo Switch, PlayStation 4
DETECTIVE The Motel;https://www.grouvee.com/games/102848-detective-the-motel/;Dec 5, 2024;;k148 Game Studio;JanduSoft;Adventure , Puzzle , Simulation;;0;PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Chrono Sword;https://www.grouvee.com/games/86097-chrono-sword/;Dec 6, 2024;;21cDucks;CFK;Action , Adventure , Role-Playing;;0;Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X|S
Panzerkampf;https://www.grouvee.com/games/101625-panzerkampf/;Dec 6, 2024;;Krieg Games Ltd.;Krieg Games Ltd.;Action , Shooter , Vehicular Combat;;0;PC
Tower of Mask;https://www.grouvee.com/games/102970-tower-of-mask/;Dec 7, 2024;;Papertip Studio;Papertip Studio;;;0;PC
Tower of Mask;https://www.grouvee.com/games/102775-tower-of-mask/;Dec 7, 2024;;;;Role-Playing;;0;PC
Digseum;https://www.grouvee.com/games/102956-digseum/;Dec 9, 2024;;;;;;0;PC
Kraken City;https://www.grouvee.com/games/103046-kraken-city/;Dec 9, 2024;;;;Action , Fighting;;0;PC
Paper Perjury;https://www.grouvee.com/games/102930-paper-perjury/;Dec 9, 2024;;Paper Cat Games;Paper Cat Games;Adventure , Visual Novel;;0;PC
Undead West;https://www.grouvee.com/games/102234-undead-west/;Dec 9, 2024;;Deathless Games;Retrovibe;Action;;0;PC
ACA NEOGEO Selection Vol. 2;https://www.grouvee.com/games/101324-aca-neogeo-selection-vol-2/;Dec 10, 2024;;SNK Playmore;HAMSTER Corporation;Compilation;ACA NeoGeo;0;Nintendo Switch
ACA NeoGeo Selection Vol. 1;https://www.grouvee.com/games/101323-aca-neogeo-selection-vol-1/;Dec 10, 2024;;SNK Playmore;HAMSTER Corporation;Compilation;ACA NeoGeo;0;Nintendo Switch
Ballionaire;https://www.grouvee.com/games/102902-ballionaire/;Dec 10, 2024;;newobject;Raw Fury;Puzzle;;0;PC
Bloodshed;https://www.grouvee.com/games/102009-bloodshed/;Dec 12, 2024;;com8com1;Headup Games;First-Person Shooter;;0;PC
Boku wa Kōkū Kanseikan Airport Hero: Centrair Kaikō 20 Shūnenkinen;https://www.grouvee.com/games/101713-boku-wa-koku-kanseikan-airport-hero-centrair-kaiko-20-shunenkinen/;Dec 12, 2024;;Sonic Powered Co.,Ltd.;Sonic Powered Co.,Ltd.;Simulation;Air Traffic Controller;0;Nintendo Switch
Chō Aniki Collection;https://www.grouvee.com/games/100812-cho-aniki-collection/;Dec 12, 2024;;Masiya;Edia;Compilation , Shoot 'Em Up;Cho Aniki;0;Nintendo Switch
Dead Lamb Walking;https://www.grouvee.com/games/103025-dead-lamb-walking/;Dec 12, 2024;;Lyn Mametchi;Lyn Mametchi;Adventure , Horror;;0;PC
Hidden Cats in Tokyo;https://www.grouvee.com/games/102842-hidden-cats-in-tokyo/;Dec 12, 2024;;Nukearts Studio;Nukearts Studio;Puzzle;;0;PC
Ink Inside;https://www.grouvee.com/games/102404-ink-inside/;Dec 12, 2024;;Blackfield Entertainment;Entalto Publishing;Action , Role-Playing;;0;PC
Last Signal;https://www.grouvee.com/games/102331-last-signal/;Dec 12, 2024;;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
Murky Divers;https://www.grouvee.com/games/102777-murky-divers/;Dec 12, 2024;;Embers;;;;0;PC
Brok: Natal Tail, A New Christmas;https://www.grouvee.com/games/102313-brok-natal-tail-a-new-christmas/;Dec 13, 2024;;COWCAT;COWCAT;Adventure;Brok the InvestiGator;0;Android, Mac, PC, iPad, iPhone
Goblin Slayer -Another Adventurer- Nightmare Feast;https://www.grouvee.com/games/102735-goblin-slayer-another-adventurer-nightmare-feast/;Dec 13, 2024;;ApolloSoft , Mebius;Bushiroad , Red Art Games;Adventure , Role-Playing , Strategy;;0;Nintendo Switch, PC
Reknum: Fantasy of Dreams;https://www.grouvee.com/games/94940-reknum-fantasy-of-dreams/;Dec 17, 2024;;Nape Games;Nape Games;Action , Platformer;Reknum;0;Nintendo Switch, PC, PlayStation 4, Xbox One
Anime Boys Dating: The Night Before Christmas and the Tree;https://www.grouvee.com/games/102371-anime-boys-dating-the-night-before-christmas-and-the-tree/;Dec 19, 2024;;;;Simulation;;0;Nintendo Switch
Coreupt;https://www.grouvee.com/games/80645-coreupt/;Dec 19, 2024;;Team Coreupt;Team Coreupt;Fighting;Coreupt;0;PC, PlayStation 5, Xbox Series X|S
Store Wars - Multiplayer Shop Simulator;https://www.grouvee.com/games/102136-store-wars-multiplayer-shop-simulator/;Dec 19, 2024;;;Noham Games;Simulation;;0;PC
Tetsudou Nippon! Memorial: JR Tokai KiHa 85 - Tokkyuu Nanki-hen;https://www.grouvee.com/games/102424-tetsudou-nippon-memorial-jr-tokai-kiha-85-tokkyuu-nanki-hen/;Dec 19, 2024;;Sonic Powered Co.,Ltd.;Sonic Powered Co.,Ltd.;Driving/Racing , Simulation;Japanese Rail Sim;0;Nintendo Switch
Fountains;https://www.grouvee.com/games/94290-fountains/;Dec 20, 2024;;John Pywell;John Pywell;Action , Adventure;;0;PC
Elite Exorcist Miko;https://www.grouvee.com/games/102423-elite-exorcist-miko/;Dec 25, 2024;;Tian Nya;Cover Corp;Shoot 'Em Up;Hololive;0;PC
Liminal Shift;https://www.grouvee.com/games/102670-liminal-shift/;Dec 26, 2024;;;;Adventure , Horror , Simulation;;0;PC
Space Invaders: Deck Commander;https://www.grouvee.com/games/102419-space-invaders-deck-commander/;Dec 26, 2024;;Sickhead Games;Rock It Games;Trivia/Board Game;Space Invaders;0;PC
Sicko Sanctum 2;https://www.grouvee.com/games/98165-sicko-sanctum-2/;Dec 27, 2024;;Jake Stevenson;Jake Stevenson;Action , First-Person Shooter , Shoot 'Em Up , Shooter;SIcko Sanctum;0;PC
Anomalies Detective;https://www.grouvee.com/games/102792-anomalies-detective/;Dec 28, 2024;;;;Adventure , Horror;;0;PC
Pizza Maker;https://www.grouvee.com/games/102605-pizza-maker/;Dec 28, 2024;;Nerd Games;Nerd Games;Simulation;;0;Nintendo Switch
Twnkl Gft 2: A Lust For Blood;https://www.grouvee.com/games/102511-twnkl-gft-2-a-lust-for-blood/;Dec 31, 2024;;Bis the Fairy;Electric Prune Juice;Action , Shoot 'Em Up;;0;PC
Last Signal;https://www.grouvee.com/games/102331-last-signal/;Dec 12, 2024;;Under Heaven Studios;Under Heaven Studios;Adventure;;0;PC
